review_status,grader_issue,notes,review_kind,model_label,model,family,subfamily,sample_id,failure_type,answer_correct,format_correct,strict_correct,expected_answer,extracted_answer,raw_output,question,human_triviality,source_type,why_obvious,reference,log_file
,,,answer_wrong,Gemini 3.5 Flash,google/gemini-3.5-flash,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,non_answer,false,true,false,8,None,,What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=google/gemini-3.5-flash,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-gemini-3-5-flash/failure_gallery.md
,,,answer_wrong,Meta: Llama 3 8B Instruct,openrouter/meta-llama/llama-3-8b-instruct,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,incorrect_count,false,true,false,8,10,10,What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-repair sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/meta-llama/llama-3-8b-instruct,results/summaries/paper-v1-8x28-current-222-final-20260602/cumulative-cost-runs/expand222-scaled-015-openrouter-076-meta-llama-llama-3-8b-instruct/failure_gallery.md
,,,answer_wrong,Meta: Llama 3.2 1B Instruct,openrouter/meta-llama/llama-3.2-1b-instruct,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,incorrect_count,false,true,false,8,11,11,What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/meta-llama/llama-3.2-1b-instruct,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-037-openrouter-155-meta-llama-llama-3-2-1b-instruct/failure_gallery.md
,,,answer_wrong,Meta: Llama Guard 4 12B,openrouter/meta-llama/llama-guard-4-12b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,non_answer,false,true,false,8,None,"`
safe`",What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/meta-llama/llama-guard-4-12b,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-011-registry-openrouter-105-meta-llama-llama-guard-4-12b/failure_gallery.md
,,,answer_wrong,Mistral: Ministral 3 3B 2512,openrouter/mistralai/ministral-3b-2512,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,incorrect_count,false,true,false,8,12,12,What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/mistralai/ministral-3b-2512,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-004-registry-openrouter-095-mistralai-ministral-3b-2512/failure_gallery.md
,,,answer_wrong,Mistral: Mistral Nemo,openrouter/mistralai/mistral-nemo,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,incorrect_count,false,true,false,8,5,5,What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/mistralai/mistral-nemo,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-013-openrouter-159-mistralai-mistral-nemo/failure_gallery.md
,,,answer_wrong,NousResearch: Hermes 2 Pro - Llama-3 8B,openrouter/nousresearch/hermes-2-pro-llama-3-8b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,incorrect_count,false,true,false,8,9,9,What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/nousresearch/hermes-2-pro-llama-3-8b,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-029-openrouter-075-nousresearch-hermes-2-pro-llama-3-8b/failure_gallery.md
,,,answer_wrong,Sao10K: Llama 3 8B Lunaris,openrouter/sao10k/l3-lunaris-8b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,incorrect_count,false,true,false,8,10,10,What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/sao10k/l3-lunaris-8b,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-017-openrouter-121-sao10k-l3-lunaris-8b/failure_gallery.md
,,,format_only,Grok Build 0.1,grok/grok-build-0.1,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,verbose_noncompliance,true,false,false,8,8,"`8
\confidence{100}`",What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-repair3-xai-grok sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=grok/grok-build-0.1,results/summaries/paper-v1-8x28-current-222-20260602-repair3-xai-grok/runs/expand222-next-058-registry-grok-build-0-1/failure_gallery.md
,,,format_only,NVIDIA Nemotron 3 Nano 30B A3B,openrouter/nvidia/nemotron-3-nano-30b-a3b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000001,verbose_noncompliance,true,false,false,8,8,"`The user asks: ""Answer the question. Return only the final answer, with no explanation.
Question: What is 3 + 8 - 3?
Answer:""
We need to output only the final answer, no explanation. So compute 3+8-3 = 8. So answer: 8`",What is 3 + 8 - 3?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-8x28-current-222-20260602-parallel sample=obviousbench.arith.en.v0.public.000001 epoch=1 model=openrouter/nvidia/nemotron-3-nano-30b-a3b,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openrouter-nemotron-3-nano/failure_gallery.md
