review_status,grader_issue,notes,review_kind,model_label,model,family,subfamily,sample_id,failure_type,answer_correct,format_correct,strict_correct,expected_answer,extracted_answer,raw_output,question,human_triviality,source_type,why_obvious,reference,log_file
,,,answer_wrong,AionLabs: Aion-RP 1.0 (8B),openrouter/aion-labs/aion-rp-llama-3.1-8b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,ambiguous_output,false,true,false,22,," 9 + 14 - 1 = 22
",What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/aion-labs/aion-rp-llama-3.1-8b,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-092-openrouter-064-aion-labs-aion-rp-llama-3-1-8b/2026-06-01T23-01-12-00-00_barrage_UHua8XzX6V9qHpjVJ2YHdR.eval
,,,answer_wrong,IBM: Granite 4.0 Micro,openrouter/ibm-granite/granite-4.0-h-micro,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,incorrect_count,false,true,false,22,12,12,What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/ibm-granite/granite-4.0-h-micro,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-025-openrouter-041-ibm-granite-granite-4-0-h-micro/2026-06-01T22-07-42-00-00_barrage_bZ4zfnSbfzWCmj3NANfKbT.eval
,,,answer_wrong,Meta: Llama 3.2 1B Instruct,openrouter/meta-llama/llama-3.2-1b-instruct,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,incorrect_count,false,true,false,22,23,23,What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/meta-llama/llama-3.2-1b-instruct,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-037-openrouter-155-meta-llama-llama-3-2-1b-instruct/2026-06-01T22-17-16-00-00_barrage_BzKRXUisUNC6CeQvkbBbwx.eval
,,,answer_wrong,Mistral: Mistral Nemo,openrouter/mistralai/mistral-nemo,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,incorrect_count,false,true,false,22,12,12,What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/mistralai/mistral-nemo,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-013-openrouter-159-mistralai-mistral-nemo/2026-06-01T22-04-28-00-00_barrage_NEgYamEzHSguKF7F8zTaBa.eval
,,,answer_wrong,MythoMax 13B,openrouter/gryphe/mythomax-l2-13b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,incorrect_count,false,true,false,22,24, 24,What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/gryphe/mythomax-l2-13b,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-018-openrouter-079-gryphe-mythomax-l2-13b/2026-06-01T22-05-10-00-00_barrage_BQDNoNq3QWD2WNChDHz46D.eval
,,,answer_wrong,Nous: Hermes 3 70B Instruct,openrouter/nousresearch/hermes-3-llama-3.1-70b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,ambiguous_output,false,true,false,22,,"To find the answer, we simply perform the arithmetic operation of adding 9 and 14, then subtracting 1.

The calculation is: 9 + 14 - 1 = 22.

Therefore, the answer is 22.",What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/nousresearch/hermes-3-llama-3.1-70b,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-045-openrouter-156-nousresearch-hermes-3-llama-3-1-70b/2026-06-02T04-09-10-00-00_barrage_3VzKRCbCcmoumBfgV3GyWW.eval
,,,answer_wrong,ReMM SLERP 13B,openrouter/undi95/remm-slerp-l2-13b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,incorrect_count,false,true,false,22,24, 24,What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/undi95/remm-slerp-l2-13b,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-067-openrouter-078-undi95-remm-slerp-l2-13b/2026-06-01T22-47-13-00-00_barrage_Jw2YbYe9k4rrCbz3mZuXcd.eval
,,,answer_wrong,TheDrummer: UnslopNemo 12B,openrouter/thedrummer/unslopnemo-12b,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,incorrect_count,false,true,false,22,23,23,What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=openrouter/thedrummer/unslopnemo-12b,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-056-openrouter-068-thedrummer-unslopnemo-12b/2026-06-01T22-42-13-00-00_barrage_AhPwvrgi59fu653DWYvSuU.eval
,,,format_only,Grok 4.3,grok/grok-4.3,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000007,verbose_noncompliance,true,false,false,22,22,"22


\confidence{100}",What is 9 + 14 - 1?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000007 epoch=1 model=grok/grok-4.3,results/raw/paper-v1-scaled-100-10k-repaired-20260602/paper-grok-4-3/2026-06-02T04-02-51-00-00_barrage_cC5qPL28ormyRg7JNsidUX.eval
,,,answer_wrong,EssentialAI: Rnj 1 Instruct,openrouter/essentialai/rnj-1-instruct,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000020,ambiguous_output,false,true,false,47,,22 + 27 - 2 = 47,What is 22 + 27 - 2?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000020 epoch=1 model=openrouter/essentialai/rnj-1-instruct,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-031-openrouter-133-essentialai-rnj-1-instruct/2026-06-01T22-11-58-00-00_barrage_dxPhcwsw6WxpVzRnaFDS57.eval
,,,answer_wrong,Meta: Llama 3 8B Instruct,openrouter/meta-llama/llama-3-8b-instruct,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000020,incorrect_count,false,true,false,47,49,49,What is 22 + 27 - 2?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000020 epoch=1 model=openrouter/meta-llama/llama-3-8b-instruct,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-015-openrouter-076-meta-llama-llama-3-8b-instruct/2026-06-01T22-04-45-00-00_barrage_ishxUteXBFc47igrUk9Top.eval
,,,answer_wrong,Meta: Llama 3.2 1B Instruct,openrouter/meta-llama/llama-3.2-1b-instruct,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000020,incorrect_count,false,true,false,47,49,49,What is 22 + 27 - 2?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000020 epoch=1 model=openrouter/meta-llama/llama-3.2-1b-instruct,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-037-openrouter-155-meta-llama-llama-3-2-1b-instruct/2026-06-01T22-17-16-00-00_barrage_BzKRXUisUNC6CeQvkbBbwx.eval
,,,answer_wrong,Microsoft: Phi 4,openrouter/microsoft/phi-4,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000020,incorrect_count,false,true,false,47,45,45,What is 22 + 27 - 2?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000020 epoch=1 model=openrouter/microsoft/phi-4,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-028-openrouter-066-microsoft-phi-4/2026-06-01T22-07-56-00-00_barrage_66e85dnYfybEpUYk6zD5Jb.eval
,,,answer_wrong,MiniMax: MiniMax M2.7,openrouter/minimax/minimax-m2.7,arithmetic,small_integer_arithmetic,obviousbench.arith.en.v0.public.000020,non_answer,false,true,false,47,,,What is 22 + 27 - 2?,H0,generated_variant,A person can answer this by direct inspection or simple mental work.,run=paper-v1-scaled-100-10k-repaired-20260602 sample=obviousbench.arith.en.v0.public.000020 epoch=1 model=openrouter/minimax/minimax-m2.7,results/raw/paper-v1-scaled-100-10k-repaired-20260602/scaled-090-openrouter-028-minimax-minimax-m2-7/2026-06-01T22-58-01-00-00_barrage_Qbq35YjY32aNpHtjUgEgZS.eval
